
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Sodium Chloride 0.9% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 63323-623-53)","Reverified","03/18/2024","Available","Check wholesaler inventory","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 63323-623-61)","Reverified","03/18/2024","Available","Check wholesaler inventory","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 65219-472-20)","Reverified","03/18/2024","Available","Check wholesaler inventory; old NDC 63323-623-75","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 65219-474-10)","Reverified","03/18/2024","Available","Check wholesaler inventory; old NDC 63323-623-76","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-18)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-41)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-48)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-31)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-02)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-03)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-04)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-10)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-11)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-0049-38)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-9543-02)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-9543-06)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-9543-04)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0338-0553-11)","Revised","03/20/2024","Limited Availability","Recovery: April 2024","","Delay in shipping of the drug","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 450 mg/100 mL (NDC 0338-9151-30)","Reverified","03/18/2024","Available, Q2 2024","Available on allocation","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0338-9159-30)","Revised","03/20/2024","Limited Availability","Available on allocation; Recovery: Q2 2024","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0338-0553-18)","Reverified","03/18/2024","Limited Availability, Apr-24","","","Delay in shipping of the drug","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-9543-02)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-9543-04)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-9543-06)","Reverified","03/18/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7983-61)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7983-61","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7983-02)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7983-02","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7983-55)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7983-55","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Sodium Chloride 0.9%, Injection, 234 mg/1 mL (NDC 0409-1141-02)","Revised","03/28/2024","Limited Availability","Limited Supply Available. Next Delivery: May 2024; Estimated Recovery: September 2024; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Demand increase for the drug","Gastroenterology; Endocrinology/Metabolism; Total Parenteral Nutrition; Pediatric","Current","","","09/18/2023","","","","","","",""
"Sodium Chloride 0.9% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride, Injection, 4 meq/1 mL (NDC 63323-095-61)","Revised","03/18/2024","Unavailable","Backordered. Next release May 2024; Check wholesaler inventory; old NDC 63323-088-61","","Demand increase for the drug","Gastroenterology; Endocrinology/Metabolism; Total Parenteral Nutrition; Pediatric","Current","","","09/18/2023","","","","","","",""
"Sodium Chloride 0.9% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 63323-186-02)","Reverified","03/18/2024","Available","Check wholesalers for inventory","","","Other","Current","","","06/21/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 63323-186-10)","Revised","03/18/2024","Available","Check wholesalers for inventory","","Demand increase for the drug","Other","Current","","","06/21/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 63323-186-20)","Revised","03/18/2024","Unavailable","Backordered. Next release May 2024; Check wholesalers for inventory","","Demand increase for the drug","Other","Current","","","06/21/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride, Injection, 9 mg/1 mL (NDC 63323-186-00)","Reverified","03/18/2024","Next release date not available at this time.","Next release not available at this time.","","Demand increase for the drug","Other","Current","","","06/21/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 0409-4888-10)","Revised","03/28/2024","Available","","","","Other","Current","","","06/21/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 0409-4888-12)","Revised","03/28/2024","Available","","","","Other","Current","","","06/21/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 0409-4888-20)","Revised","03/28/2024","Available","","","","Other","Current","","","06/21/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 0409-4888-50)","Revised","03/28/2024","Available","","","","Other","Current","","","06/21/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","Medefil, Inc.","630-682-4600","Sodium Chloride 0.9%, Injection, 9 mg/1 mL (NDC 64253-202-30)","Reverified","04/01/2024","Available","","","","Other","Current","","","08/02/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Sodium Chloride Injection USP, 0.9%, Injection, 9 mg/1 mL (NDC 0641-0497-25)","Reverified","03/28/2024","Unavailable","This presentation is temporarily on backorder.  Recovery is TBD at this time.","","Demand increase for the drug","Other","Current","","","06/21/2018","","","","","","",""
"Sodium Chloride 0.9% Injection","B. Braun Medical Inc.","800-227-2862","Sodium Chloride, Injection, .45 g/100 mL (NDC 0264-7802-00)","Reverified","04/01/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Injection","B. Braun Medical Inc.","800-227-2862","Sodium Chloride, Injection, .45 g/100 mL (NDC 0264-7802-10)","Reverified","04/01/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","12/10/2021","","","","","","",""
"Sodium Chloride 0.9% Irrigation","B. Braun Medical Inc.","800-227-2862","Irrigation, .9 g/100mL (NDC 0264-7388-60)","Reverified","04/01/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","B. Braun Medical Inc.","800-227-2862","Irrigation, .9 g/100mL (NDC 0264-7388-50)","Reverified","04/01/2024","Available","","","","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","B. Braun Medical Inc.","800-227-2862","Irrigation, .9 g/100mL (NDC 0264-2201-10)","Revised","04/01/2024","Available","On allocation","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","B. Braun Medical Inc.","800-227-2862","Irrigation, .9 g/100mL (NDC 0264-2201-00)","Revised","04/01/2024","Available","On allocation","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Irrigation, 900 mg/100 mL (NDC 0338-0048-02)","Revised","03/20/2024","Limited Availability","On allocation; Recovery Q3 2024","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Irrigation, 900 mg/100 mL (NDC 0338-0048-03)","Revised","03/20/2024","Limited Availability","On allocation; Recovery Q3 2024","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","Baxter Healthcare","888-229-0001","Sodium Chloride 0.9% In Plastic Container, Irrigation, 900 mg/100 mL (NDC 0338-0048-04)","Revised","03/20/2024","Limited Availability","On allocation; Recovery Q3 2024","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sodium Chloride 0.9% In Plastic Container, Irrigation, 900 mg/100 mL (NDC 0990-6138-22)","Reverified","04/01/2024","Limited Availability","Allocated to Contracted Customers Only. ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-6139-22","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sodium Chloride 0.9% In Plastic Container, Irrigation, 900 mg/100 mL (NDC 0990-6138-03)","Reverified","04/01/2024","Limited Availability","Allocated to Contracted Customers Only. ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-6139-22","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sodium Chloride 0.9% In Plastic Container, Irrigation, 900 mg/100 mL (NDC 0990-7138-09)","Reverified","04/01/2024","Limited Availability","Allocated to Contracted Customers Only. ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-6139-22","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 0.9% Irrigation","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sodium Chloride 0.9% In Plastic Container, Irrigation, 900 mg/100 mL (NDC 0990-7138-36)","Reverified","04/01/2024","Unavailable","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7138-36","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sodium Chloride 14.6% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 14.6%, Injection, 2.5 meq/1 mL (NDC 63323-090-20)","Revised","03/18/2024","Available","Check wholesaler inventory","","","Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition","Current","","","04/05/2022","","","","","","",""
"Sodium Chloride 14.6% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 14.6%, Injection, 2.5 meq/1 mL (NDC 63323-090-40)","Reverified","03/18/2024","Available","Check wholesaler inventory","","","Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition","Current","","","04/05/2022","","","","","","",""
"Sodium Chloride 14.6% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Sodium Chloride, Injection, 100 mEq/40 mL (2.5 mEq/mL) (NDC 0409-6660-75)","Revised","03/28/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition","Current","","","04/05/2022","","","","","","",""
"Sodium Chloride 23.4% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Sodium Chloride, Injection, 400 mEq/100 mL (4 mEq/mL) (NDC 0409-1141-02)","Revised","03/28/2024","Limited Availability","Limited Supply Available. Next Delivery: May 2024; Estimated Recovery: September 2024; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Demand increase for the drug","Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition","Current","","","01/01/2020","","","","","","",""
"Sodium Chloride 23.4% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 23.4%, Injection, 4 meq/1 mL (NDC 63323-099-63)","Reverified","03/18/2024","Available","Check wholesaler inventory; old NDC 63323-088-63","","","Gastroenterology; Endocrinology/Metabolism; Total Parenteral Nutrition; Pediatric","Current","","","01/01/2020","","","","","","",""
"Sodium Chloride 23.4% Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Chloride 23.4%, Injection, 4 meq/1 mL (NDC 63323-093-30)","Reverified","03/18/2024","Available","Check wholesaler inventory; old NDC 63323-187-30","","Demand increase for the drug","Gastroenterology; Endocrinology/Metabolism; Total Parenteral Nutrition; Pediatric","Current","","","09/18/2023","","","","","","",""
"Sodium Phosphate, Dibasic, Anhydrous, Sodium Phosphate, Monobasic, Monohydrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Sodium Phosphates In Plastic Container, Injection, 142 mg/1 mL; 276 mg/1 mL (NDC 0409-7391-72)","Revised","03/28/2024","Limited Availability","Limited Supply Available. Next Delivery and Estimated Recovery: June 2024; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition","Current","","","09/01/2021","","","","","https://www.fda.gov/media/175558/download","",""
"Sodium Phosphate, Dibasic, Anhydrous, Sodium Phosphate, Monobasic, Monohydrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Phosphates, Injection, 142 mg/1 mL; 276 mg/1 mL (NDC 63323-884-06)","Reverified","03/04/2024","Available","Check wholesaler for inventory","","","Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition","Current","","","09/01/2021","","","","","","",""
"Sodium Phosphate, Dibasic, Anhydrous, Sodium Phosphate, Monobasic, Monohydrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Phosphates, Injection, 142 mg/1 mL; 276 mg/1 mL (NDC 63323-881-16)","Revised","02/01/2024","Available","Check wholesaler for inventory","","","Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition","Current","","","09/01/2021","","","","","","",""
"Sodium Phosphate, Dibasic, Anhydrous, Sodium Phosphate, Monobasic, Monohydrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sodium Phosphates, Injection, 142 mg/1 mL; 276 mg/1 mL (NDC 63323-886-56)","Revised","02/01/2024","Backordered. Next release March 2024.","Check wholesaler for inventory","","Demand increase for the drug","Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition","Current","","","09/01/2021","","","","","","",""
"Somatropin Injection","Genentech, Inc","800-551-2231","Nutropin AQ, Injection, 10 mg/2 mL (NDC 50242-074-01)","New","03/22/2024","","The decision to discontinue commercial distribution of Nutropin AQ in the United States is a business decision, taken in view of the availability of generic and alternative treatments for patients, and is not related to any quality, safety or efficacy concerns with the product.","","","Endocrinology/Metabolism","To Be Discontinued","","03/22/2024","03/22/2024","","","","","","",""
"Somatropin Injection","Genentech, Inc","800-551-2231","Nutropin AQ, Injection, 5 mg/2 mL (NDC 50242-075-01)","New","03/22/2024","","The decision to discontinue commercial distribution of Nutropin AQ in the United States is a business decision, taken in view of the availability of generic and alternative treatments for patients, and is not related to any quality, safety or efficacy concerns with the product.","","","Endocrinology/Metabolism","To Be Discontinued","","03/22/2024","03/22/2024","","","","","","",""
"Somatropin Injection","Genentech, Inc","800-551-2231","Nutropin AQ, Injection, 20 mg/2 mL (NDC 50242-076-01)","New","03/22/2024","","The decision to discontinue commercial distribution of Nutropin AQ in the United States is a business decision, taken in view of the availability of generic and alternative treatments for patients, and is not related to any quality, safety or efficacy concerns with the product.","","","Endocrinology/Metabolism","To Be Discontinued","","03/22/2024","03/22/2024","","","","","","",""
"Somatropin Injection","Novo Nordisk, Inc.","609-987-5800","Norditropin, Injection, 5 mg/1.5 mL (NDC 0169-7704-21)","Reverified","03/06/2024","Limited Availability","Intermittent supply until end of Q1 2024","","Delay in shipping of the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Novo Nordisk, Inc.","609-987-5800","Norditropin, Injection, 10 mg/1.5 mL (NDC 0169-7705-21)","Reverified","03/06/2024","Limited Availability","Intermittent supply until end of Q1 2024","","Delay in shipping of the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Novo Nordisk, Inc.","609-987-5800","Norditropin, Injection, 15 mg/1.5 mL (NDC 0169-7708-21)","Reverified","03/06/2024","Limited Availability","Intermittent supply until end of Q1 2024","","Delay in shipping of the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Novo Nordisk, Inc.","609-987-5800","Norditropin, Injection, 30 mg/3 mL (NDC 0169-7703-21)","Reverified","03/06/2024","Limited Availability","Intermittent supply until end of Q1 2024","","Delay in shipping of the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Sandoz Inc.","800-525-8747","Omnitrope, Injection, 5 mg/1.5 mL (NDC 0781-3001-07)","Reverified","03/21/2024","Available","","","","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Sandoz Inc.","800-525-8747","Omnitrope, Injection, 10 mg/1.5 mL (NDC 0781-3004-07)","Reverified","03/21/2024","Available","","","","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Eli Lilly and Co.","800-545-5979","Humatrope, Injection, 12 mg/vial (NDC 0002-8148-01)","Reverified","04/01/2024","Available","","","","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Eli Lilly and Co.","800-545-5979","Humatrope, Injection, 24 mg/vial (NDC 0002-8149-01)","Reverified","04/01/2024","Available","","","","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 5 mg/mL, w/ preservative (NDC 0013-2626-81)","Revised","03/13/2024","Available","","","","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 12 mg/mL, w/ preservative (NDC 0013-2646-81)","Revised","03/13/2024","Available","","","","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 0.2 mg/vial (NDC 0013-2649-02)","Revised","03/13/2024","Unavailable","Next Delivery: March 2024; Estimated Recovery: Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 0.4 mg/vial (NDC 0013-2650-02)","Revised","03/13/2024","Unavailable","Next Delivery: May 2024; Estimated Recovery: late Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 0.6 mg/vial (NDC 0013-2651-02)","Revised","03/13/2024","Unavailable","Next Delivery: March 2024; Estimated Recovery: late Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 0.8 mg/vial (NDC 0013-2652-02)","Revised","03/13/2024","Unavailable","Next Delivery: June 2024; Estimated Recovery: late Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 1.0 mg/vial (NDC 0013-2653-02)","Revised","03/13/2024","Unavailable","Next Delivery: April 2024; Estimated Recovery: late Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 1.2 mg/vial (NDC 0013-2654-02)","Revised","03/13/2024","Unavailable","Next Delivery: March 2024; Estimated Recovery: late Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 1.4 mg/vial (NDC 0013-2655-02)","Revised","03/13/2024","Unavailable","Next Delivery: March 2024; Estimated Recovery: late Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 1.6 mg/vial (NDC 0013-2656-02)","Revised","03/13/2024","Unavailable","Next Delivery: March 2024; Estimated Recvoery: late Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 1.8 mg/vial (NDC 0013-2657-02)","Revised","03/13/2024","Unavailable","Next Delivery: April 2024; Estimated Recovery: late Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
